724,6.0,,60.0,
1580,8.0,,80.0,
2372,17.0,,170.0,
3312,16.0,,170.0,
4250,17.0,,170.0,
5487,25.0,,250.0,
6405,18.0,,180.0,
7398,21.0,,210.0,
8192,11.0,,110.0,
8947,16.0,,160.0,
10265,23.0,,230.0,
11227,17.0,,170.0,
12327,20.0,,200.0,
13243,13.0,,130.0,
13906,14.0,,140.0,
15049,26.0,,750.0,
15835,18.0,,190.0,
16850,22.0,,220.0,
17945,19.0,,190.0,
19080,32.0,,320.0,
20152,26.0,,270.0,
21271,17.0,,170.0,
22261,19.0,,190.0,
23249,11.0,,110.0,
23983,15.0,,150.0,
24997,12.0,,120.0,
25887,13.0,,140.0,
26846,10.0,,100.0,
27721,19.0,,190.0,
28561,15.0,,150.0,
29394,20.0,,200.0,
30260,12.0,,120.0,
31333,28.0,,280.0,
32086,19.0,,190.0,
32944,17.0,,170.0,
33693,12.0,,120.0,
34638,12.0,,120.0,
35375,13.0,,130.0,
36048,13.0,,130.0,
36957,16.0,,160.0,
37865,12.0,,120.0,
39088,23.0,,240.0,
39956,17.0,,170.0,
40769,10.0,,100.0,
41469,13.0,,130.0,
42159,14.0,,140.0,
42988,15.0,,150.0,
43793,10.0,,100.0,
44508,10.0,,100.0,
45578,25.0,,250.0,
46294,20.0,,200.0,
47045,13.0,,140.0,
47793,17.0,,170.0,
48546,19.0,,190.0,
49235,10.0,,100.0,
50038,22.0,,230.0,
50936,22.0,,220.0,
51793,14.0,,140.0,
52473,15.0,,150.0,
53773,22.0,,230.0,
54512,17.0,,170.0,
55125,10.0,,100.0,
56274,19.0,,190.0,
57087,14.0,,140.0,
57838,17.0,,170.0,
58593,11.0,,110.0,
59675,20.0,,200.0,
60723,21.0,,210.0,
61729,22.0,,220.0,
62866,22.0,,220.0,
63735,16.0,,160.0,
64940,27.0,,270.0,
65908,17.0,,170.0,
67169,29.0,,300.0,
67916,15.0,,150.0,
68712,13.0,,130.0,
69780,21.0,,700.0,
70730,28.0,,280.0,
71513,19.0,,190.0,
72376,18.0,,180.0,
73136,18.0,,180.0,
74049,13.0,,130.0,
74780,12.0,,120.0,
75535,16.0,,170.0,
76252,20.0,,200.0,
77266,18.0,,190.0,
78242,12.0,,120.0,
79294,29.0,,790.0,
80179,27.0,,270.0,
81122,19.0,,190.0,
81824,19.0,,200.0,
82815,15.0,,150.0,
84160,31.0,,310.0,
85004,15.0,,150.0,
85945,14.0,,140.0,
86844,13.0,,130.0,
88303,29.0,,290.0,
89099,10.0,,100.0,
89997,15.0,,150.0,
91123,22.0,,220.0,
92288,17.0,17.4,170.0,190.4
93105,16.0,17.6,160.0,191.5
94268,18.0,17.6,180.0,192.3
95123,11.0,17.6,110.0,192.4
96024,26.0,17.6,260.0,191.8
96953,17.0,17.7,170.0,192.7
98075,19.0,17.6,190.0,191.9
99007,18.0,17.6,180.0,192.0
100002,23.0,17.6,240.0,191.7
100997,12.0,17.7,120.0,193.0
102110,25.0,17.7,250.0,192.6
103062,15.0,17.7,150.0,192.8
103785,13.0,17.7,130.0,192.6
