8722,-7.0,,-7.0,
13010,-5.0,,-5.0,
17449,-4.0,,-4.0,
21970,-11.0,,-11.0,
26320,-10.0,,-10.0,
30792,-8.0,,-8.0,
34982,-5.0,,-5.0,
39303,-9.0,,-9.0,
43533,-9.0,,-9.0,
47743,-9.0,,-9.0,
52069,-9.0,,-9.0,
56407,-6.0,,-6.0,
60758,-7.0,,-7.0,
65422,-18.0,,-18.0,
69937,-13.0,,-13.0,
74359,-11.0,,-11.0,
78807,-14.0,,-14.0,
83455,-10.0,,-10.0,
87749,-5.0,,-5.0,
92207,-16.0,,-16.0,
96323,-7.0,,-7.0,
100581,-10.0,,-10.0,
105143,-9.0,,-9.0,
109598,-10.0,,-10.0,
114295,-5.0,,-5.0,
118440,-8.0,,-8.0,
123170,-17.0,,-17.0,
127529,-11.0,,-11.0,
131862,-4.0,,-4.0,
136438,-2.0,,-2.0,
140921,-10.0,,-10.0,
145540,-9.0,,-9.0,
150158,-9.0,,-9.0,
154516,-6.0,,-6.0,
158898,-12.0,,-12.0,
163328,-11.0,,-11.0,
167830,-13.0,,-13.0,
172356,-12.0,,-12.0,
176798,-8.0,,-8.0,
180888,-4.0,,-4.0,
185527,-5.0,,-5.0,
190200,-13.0,,-13.0,
194851,-9.0,,-9.0,
199379,-7.0,,-7.0,
203835,-11.0,,-11.0,
208251,-12.0,,-12.0,
212650,-3.0,,-3.0,
216826,-7.0,,-7.0,
221625,-17.0,,-17.0,
226257,-15.0,,-15.0,
230615,-10.0,,-10.0,
235530,-14.0,,-14.0,
240165,-12.0,,-12.0,
244968,-14.0,,-14.0,
249537,-8.0,,-8.0,
253990,-11.0,,-11.0,
258867,-18.0,,-18.0,
263709,-14.0,,-14.0,
268272,-16.0,,-16.0,
272888,-8.0,,-8.0,
277689,-14.0,,-14.0,
282180,-12.0,,-12.0,
286696,-11.0,,-11.0,
291568,-14.0,,-14.0,
295965,-11.0,,-11.0,
300729,-15.0,,-15.0,
305488,-17.0,,-17.0,
309802,-7.0,,-7.0,
314392,-12.0,,-12.0,
318904,-11.0,,-11.0,
323538,-11.0,,-11.0,
328107,-15.0,,-15.0,
332696,-15.0,,-15.0,
337771,-21.0,,-21.0,
342388,-13.0,,-13.0,
347396,-19.0,,-19.0,
351924,-11.0,,-11.0,
356149,-10.0,,-10.0,
360863,-12.0,,-12.0,
365614,-7.0,,-7.0,
370125,-11.0,,-11.0,
374842,-16.0,,-16.0,
379613,-4.0,,-4.0,
384182,-12.0,,-12.0,
388680,-13.0,,-13.0,
392957,-11.0,,-11.0,
397549,-15.0,,-15.0,
402143,-10.0,,-10.0,
406392,-10.0,,-10.0,
410687,-13.0,,-13.0,
415553,-17.0,,-17.0,
420127,-12.0,,-12.0,
424632,-10.0,,-10.0,
429291,-18.0,,-18.0,
434026,-14.0,,-14.0,
438536,-11.0,,-11.0,
442969,-13.0,,-13.0,
447802,-14.0,,-14.0,
452277,-9.0,,-9.0,
457014,-11.0,-10.9,-11.0,-10.9
461638,-12.0,-10.9,-12.0,-10.9
466180,-17.0,-10.9,-17.0,-10.9
470434,-10.0,-11.1,-10.0,-11.1
475084,-13.0,-11.1,-13.0,-11.1
479963,-8.0,-11.1,-8.0,-11.1
484088,-10.0,-11.1,-10.0,-11.1
488589,-8.0,-11.1,-8.0,-11.1
493482,-20.0,-11.2,-20.0,-11.2
498119,-12.0,-11.3,-12.0,-11.3
502853,-17.0,-11.3,-17.0,-11.3
507278,-11.0,-11.4,-11.0,-11.4
511469,-9.0,-11.4,-9.0,-11.4
515946,-15.0,-11.4,-15.0,-11.4
520853,-15.0,-11.5,-15.0,-11.5
525158,-11.0,-11.5,-11.0,-11.5
529444,-13.0,-11.5,-13.0,-11.5
534275,-19.0,-11.5,-19.0,-11.5
539007,-11.0,-11.5,-11.0,-11.5
543573,-6.0,-11.6,-6.0,-11.6
548104,-15.0,-11.6,-15.0,-11.6
552330,-6.0,-11.6,-6.0,-11.6
556752,-13.0,-11.5,-13.0,-11.5
561777,-13.0,-11.6,-13.0,-11.6
566188,-5.0,-11.6,-5.0,-11.6
570337,-6.0,-11.6,-6.0,-11.6
574716,-8.0,-11.6,-8.0,-11.6
579216,-9.0,-11.6,-9.0,-11.6
583820,-12.0,-11.5,-12.0,-11.5
588479,-12.0,-11.5,-12.0,-11.5
592820,-13.0,-11.6,-13.0,-11.6
597020,-10.0,-11.7,-10.0,-11.7
601146,-6.0,-11.7,-6.0,-11.7
605633,-14.0,-11.7,-14.0,-11.7
610455,-22.0,-11.7,-22.0,-11.7
615422,-24.0,-11.9,-24.0,-11.9
620377,-21.0,-12.0,-21.0,-12.0
624868,-13.0,-12.1,-13.0,-12.1
629663,-17.0,-12.1,-17.0,-12.1
634604,-23.0,-12.1,-23.0,-12.1
639379,-14.0,-12.3,-14.0,-12.3
644062,-18.0,-12.4,-18.0,-12.4
648459,-7.0,-12.5,-7.0,-12.5
652764,-8.0,-12.5,-8.0,-12.5
657145,-11.0,-12.4,-11.0,-12.4
661981,-17.0,-12.5,-17.0,-12.5
666886,-8.0,-12.6,-8.0,-12.6
671474,-8.0,-12.5,-8.0,-12.5
676312,-20.0,-12.6,-20.0,-12.6
680686,-13.0,-12.7,-13.0,-12.7
685257,-11.0,-12.6,-11.0,-12.6
