2372,3.0,,3.0,
4770,9.0,,7.0,
7173,-5.0,,-5.0,
9534,0.0,,0.0,
11923,1.0,,-1.0,
14302,6.0,,3.0,
16681,4.0,,2.0,
19064,2.0,,0.0,
21447,2.0,,4.0,
23835,2.0,,0.0,
26218,1.0,,4.0,
28593,5.0,,2.0,
30983,0.0,,2.0,
33375,3.0,,0.0,
35743,-3.0,,-3.0,
38123,6.0,,6.0,
40514,4.0,,2.0,
42922,-2.0,,-1.0,
45305,5.0,,4.0,
47659,2.0,,4.0,
50035,-2.0,,0.0,
52415,3.0,,5.0,
54795,-2.0,,-1.0,
57163,-2.0,,-1.0,
59555,3.0,,7.0,
61942,5.0,,5.0,
64312,9.0,,8.0,
66703,-3.0,,-9.0,
69081,9.0,,3.0,
71471,1.0,,1.0,
73852,-7.0,,-14.0,
76237,-4.0,,-4.0,
78617,0.0,,2.0,
80993,-1.0,,1.0,
83384,1.0,,1.0,
85758,7.0,,10.0,
88137,4.0,,2.0,
90520,-4.0,,3.0,
92887,-3.0,,-1.0,
95258,1.0,,-3.0,
97628,-4.0,,-5.0,
99979,2.0,,6.0,
102383,4.0,,3.0,
104777,-1.0,,-4.0,
107157,0.0,,1.0,
109534,9.0,,9.0,
111914,2.0,,2.0,
114285,-2.0,,-5.0,
116658,3.0,,4.0,
119051,3.0,,2.0,
121449,3.0,,2.0,
123809,1.0,,-1.0,
126197,5.0,,0.0,
128585,2.0,,5.0,
130964,3.0,,2.0,
133359,2.0,,1.0,
135737,1.0,,5.0,
138116,12.0,,12.0,
140511,5.0,,3.0,
142854,1.0,,0.0,
145235,1.0,,2.0,
147616,6.0,,6.0,
150015,4.0,,0.0,
152372,-2.0,,0.0,
154737,-3.0,,-2.0,
157106,4.0,,3.0,
159499,1.0,,-4.0,
161857,5.0,,5.0,
164247,1.0,,1.0,
166636,8.0,,6.0,
168995,4.0,,1.0,
171373,9.0,,6.0,
173749,14.0,,15.0,
176114,6.0,,2.0,
178486,0.0,,-1.0,
180859,9.0,,10.0,
183245,4.0,,3.0,
185614,-3.0,,-5.0,
188003,3.0,,3.0,
190374,-4.0,,-3.0,
192729,11.0,,9.0,
195123,-4.0,,-1.0,
197479,5.0,,3.0,
199841,12.0,,15.0,
202205,11.0,,15.0,
204595,4.0,,3.0,
206967,10.0,,7.0,
209347,2.0,,-2.0,
211727,1.0,,0.0,
214105,1.0,,1.0,
216505,9.0,,13.0,
218878,4.0,,5.0,
