692,30.0,,300.0,
1316,17.0,,170.0,
2007,31.0,,310.0,
2616,25.0,,250.0,
3224,26.0,,260.0,
4000,30.0,,300.0,
4740,31.0,,310.0,
5346,11.0,,110.0,
6057,20.0,,200.0,
6769,19.0,,190.0,
7260,16.0,,160.0,
7928,16.0,,160.0,
8618,26.0,,260.0,
9462,23.0,,230.0,
10098,26.0,,260.0,
10782,18.0,,180.0,
11478,23.0,,230.0,
12072,14.0,,140.0,
12775,18.0,,180.0,
13418,18.0,,180.0,
14053,27.0,,270.0,
14594,25.0,,250.0,
15394,27.0,,270.0,
16081,22.0,,220.0,
16753,31.0,,310.0,
17716,22.0,,220.0,
18441,21.0,,210.0,
18879,14.0,,140.0,
19492,14.0,,140.0,
20105,26.0,,260.0,
20733,21.0,,210.0,
21390,22.0,,220.0,
21985,19.0,,190.0,
22522,15.0,,150.0,
23346,24.0,,240.0,
23920,20.0,,200.0,
24502,16.0,,160.0,
25175,31.0,,310.0,
25604,14.0,,140.0,
26245,23.0,,230.0,
26849,11.0,,110.0,
27324,12.0,,120.0,
28073,23.0,,230.0,
28831,25.0,,250.0,
29445,16.0,,160.0,
30140,17.0,,170.0,
30819,23.0,,230.0,
31528,21.0,,210.0,
32162,17.0,,170.0,
32717,13.0,,130.0,
33462,18.0,,180.0,
34142,24.0,,240.0,
34842,34.0,,340.0,
35531,20.0,,200.0,
36184,15.0,,150.0,
36811,17.0,,170.0,
37495,24.0,,240.0,
38069,18.0,,180.0,
38693,20.0,,200.0,
39393,17.0,,170.0,
40040,26.0,,260.0,
40676,23.0,,230.0,
41355,24.0,,240.0,
42041,19.0,,190.0,
42755,25.0,,250.0,
43262,17.0,,170.0,
43908,24.0,,240.0,
44549,28.0,,280.0,
45417,26.0,,260.0,
46081,30.0,,300.0,
46631,24.0,,240.0,
47358,30.0,,300.0,
48087,24.0,,240.0,
48660,13.0,,130.0,
49357,36.0,,360.0,
49980,16.0,,160.0,
51123,40.0,,440.0,
51768,19.0,,190.0,
52627,30.0,,300.0,
53222,18.0,,180.0,
53878,21.0,,210.0,
54528,25.0,,250.0,
55184,24.0,,240.0,
55951,31.0,,310.0,
56526,15.0,,150.0,
57223,20.0,,200.0,
57772,20.0,,200.0,
58399,17.0,,170.0,
59063,26.0,,260.0,
59778,22.0,,220.0,
60426,27.0,,270.0,
61165,35.0,,350.0,
61862,15.0,,150.0,
62535,24.0,,240.0,
63129,20.0,,200.0,
63816,17.0,,170.0,
64463,21.0,,210.0,
65154,25.0,,250.0,
65814,16.0,,160.0,
66522,33.0,,330.0,
67051,24.0,22.0,240.0,220.7
67730,27.0,22.0,270.0,220.1
68375,17.0,22.1,170.0,221.1
68963,16.0,21.9,160.0,219.7
69679,18.0,21.8,180.0,218.8
70369,20.0,21.8,200.0,218.0
71027,18.0,21.7,180.0,217.0
71740,29.0,21.5,290.0,215.7
72349,13.0,21.7,130.0,217.5
72890,20.0,21.6,200.0,216.8
73758,34.0,21.6,340.0,216.9
74511,27.0,21.8,270.0,218.7
75151,25.0,21.9,250.0,219.8
75796,14.0,21.9,140.0,219.7
76588,22.0,21.8,220.0,218.8
77143,16.0,21.8,160.0,218.4
77807,13.0,21.8,130.0,218.2
78525,22.0,21.7,220.0,217.2
79265,26.0,21.8,260.0,218.0
79964,24.0,21.8,240.0,218.8
80687,27.0,21.9,270.0,219.4
81356,23.0,21.9,230.0,219.4
82081,23.0,21.9,230.0,219.2
82647,22.0,21.8,220.0,218.8
83153,23.0,21.8,230.0,218.8
83848,24.0,21.8,240.0,218.0
84508,14.0,21.8,140.0,218.2
85192,31.0,21.7,310.0,217.5
85878,15.0,21.9,150.0,219.2
86543,28.0,21.9,280.0,219.3
87218,21.0,21.9,210.0,219.5
87916,22.0,21.9,220.0,219.5
88601,28.0,21.9,280.0,219.5
89204,17.0,22.0,170.0,220.4
89849,21.0,22.0,210.0,220.6
90550,20.0,22.0,200.0,220.3
91103,27.0,22.0,270.0,220.3
91740,23.0,22.1,230.0,221.4
92339,18.0,22.0,180.0,220.6
92952,18.0,22.1,180.0,221.0
93681,29.0,22.0,290.0,220.5
94357,22.0,22.2,220.0,222.3
95000,21.0,22.3,210.0,223.3
95680,33.0,22.3,330.0,223.1
96398,32.0,22.4,320.0,223.9
97075,29.0,22.5,290.0,225.5
97623,8.0,22.6,80.0,226.7
98428,27.0,22.5,270.0,225.2
99074,23.0,22.5,230.0,225.8
99780,19.0,22.6,190.0,226.4
100527,25.0,22.7,250.0,227.0
