-52
-31
-31
-29
-29
-26
-30
-27
-26
-27
-30,-30.8
-29,-28.6
-29,-28.4
-29,-28.2
-27,-28.2
-25,-28.0
-27,-27.9
-26,-27.6
-3,-27.5
4,-25.2
2,-22.1
2,-18.9
2,-15.8
11,-12.7
9,-8.7
1,-5.1
2,-2.5
1,0.4
4,3.1
2,3.8
6,3.6
2,4.0
2,4.0
8,4.0
2,3.7
4,3.0
7,3.3
-52
-21
-21
-16
-21
-21
-16
-15
-21
-21
-21,-22.5
-16,-19.4
-21,-18.9
-21,-18.9
-21,-19.4
-12,-19.4
-16,-18.5
-7,-18.5
-5,-17.7
1,-16.1
-1,-13.9
-4,-11.9
-3,-10.7
-3,-8.9
-7,-7.1
-3,-5.7
-5,-4.8
-4,-3.7
-1,-3.4
-4,-3.0
0,-3.5
9,-3.4
2,-2.1
6,-1.6
0,-0.7
8,0.0
2,1.1
19,1.8
4,4.1
8,4.6
6,5.8
17,6.4
9,7.2
12,7.9
5,8.5
16,9.0
11,9.8
11,10.7
4,9.9
6,9.9
13,9.7
7,10.4
17,9.4
19,10.2
6,10.9
11,11.0
11,10.5
15,10.5
8,10.9
4,11.3
6,11.1
9,10.4
14,10.6
6,10.3
9,9.0
10,9.3
5,9.2
10,8.6
11,8.1
9,8.4
8,8.9
7,9.1
5,8.9
14,8.0
7,8.8
8,8.6
17,8.4
9,9.6
6,9.5
6,9.0
5,8.7
7,8.4
11,8.4
8,9.0
9,8.4
9,8.6
7,8.7
8,7.7
6,7.6
16,7.6
6,8.6
7,8.7
11,8.7
11,8.7
10,9.0
11,9.1
7,9.3
9,9.3
11,9.4
8,9.9
6,9.1
7,9.1
3,9.1
6,8.3
7,7.8
5,7.5
8,6.9
6,7.0
3,6.7
7,5.9
8,5.8
16,6.0
6,6.9
9,7.2
8,7.5
6,7.6
7,7.7
11,7.6
10,8.1
12,8.8
9,9.3
12,9.4
5,9.0
9,8.9
15,8.9
11,9.6
9,10.1
12,10.3
7,10.4
14,10.1
11,10.3
13,10.5
44,10.6
23,14.5
41,15.9
33,18.5
17,20.7
34,21.5
13,23.7
28,24.3
15,25.7
18,26.1
17,26.6
18,23.9
15,23.4
12,20.8
24,18.7
22,19.4
24,18.2
45,19.3
22,21.0
6,21.7
9,20.5
9,19.7
10,18.8
3,18.3
7,17.4
5,15.7
6,14.0
12,12.2
8,8.9
8,7.5
8,7.7
10,7.6
9,7.7
13,7.6
8,8.6
7,8.7
11,8.9
13,9.4
7,9.5
12,9.4
11,9.8
15,10.1
7,10.6
12,10.4
8,10.3
9,10.3
11,10.5
12,10.5
11,10.4
14,10.8
6,11.0
11,10.5
12,10.1
12,10.6
14,10.6
8,11.2
7,11.1
15,10.7
9,11.0
11,10.8
10,10.5
11,10.9
12,10.9
8,10.9
9,10.5
7,10.0
5,9.9
5,9.7
