6
21
80
41
36
54
28
27
34
32
29,35.9
27,38.2
44,38.8
41,35.2
27,35.2
49,34.3
27,33.8
52,33.7
67,36.2
42,39.5
47,40.5
53,42.3
70,44.9
60,47.5
58,49.4
57,52.5
50,53.3
49,55.6
57,55.3
69,54.3
66,57.0
52,58.9
71,58.8
46,58.9
55,57.5
62,57.2
62,57.7
60,58.9
65,60.0
64,60.8
67,60.3
77,60.4
74,62.9
63,63.2
55,64.9
64,64.9
63,65.1
62,65.2
74,65.4
80,66.3
69,67.9
64,68.1
67,66.8
67,66.1
62,66.5
71,67.2
68,67.9
64,68.4
69,68.6
73,68.1
65,67.4
82,67.0
84,68.8
74,70.5
72,71.2
71,72.2
69,72.2
68,72.3
73,72.7
65,73.1
78,72.3
72,73.6
70,72.6
88,71.2
66,72.6
62,72.0
80,71.1
65,72.2
98,71.9
92,74.4
71,77.1
71,76.4
83,76.3
75,77.6
76,76.3
86,77.3
84,79.7
69,80.1
73,80.5
63,78.0
97,75.1
74,77.7
73,78.0
84,77.0
72,77.9
71,77.5
86,76.0
77,76.2
76,77.0
75,77.3
80,78.5
78,76.8
83,77.2
83,78.2
73,78.1
84,78.2
85,79.5
73,79.4
88,79.0
77,80.2
81,80.4
75,80.5
82,80.2
86,80.1
84,80.4
82,81.5
72,81.3
91,80.0
76,81.8
75,80.6
80,80.4
89,80.3
78,81.7
76,81.3
79,80.3
84,79.8
73,80.0
78,80.1
75,78.8
88,78.7
82,80.0
80,80.2
83,79.3
75,79.8
84,79.7
84,80.2
80,80.2
85,80.9
86,81.6
83,82.7
84,82.2
98,82.4
80,84.2
84,83.9
84,84.8
82,84.8
86,84.6
88,85.2
98,85.5
77,86.7
82,86.1
91,85.9
88,85.2
88,86.0
78,86.4
85,85.8
91,86.1
81,86.6
91,85.9
84,85.2
86,85.9
84,86.3
85,85.6
86,85.3
76,85.1
88,84.9
82,85.2
83,84.3
91,84.5
83,84.5
80,84.4
89,83.8
88,84.3
84,84.6
78,84.4
76,84.6
83,83.4
82,83.5
90,83.4
79,83.3
83,82.9
83,83.2
86,82.6
88,82.4
81,82.8
83,83.1
83,83.8
86,83.8
85,84.2
84,83.7
83,84.2
78,84.2
83,83.7
82,83.4
84,82.8
91,83.1
86,83.9
76,84.2
84,83.2
90,83.1
